Words,Features,# of words in microsoft,# of unique words in all documents,Condition prob of given word in microsoft
sledgehammer,0,3242,2844,0.000164312
sake,3,3242,2844,0.000657246
friendship,1,3242,2844,0.000328623
aggressive,1,3242,2844,0.000328623
criticise,1,3242,2844,0.000328623
face-to-face,1,3242,2844,0.000328623
corporate,1,3242,2844,0.000328623
bonobo,1,3242,2844,0.000328623
monkey,1,3242,2844,0.000328623
ass,1,3242,2844,0.000328623
linux,5,3242,2844,0.000985869
extremist,1,3242,2844,0.000328623
attack,4,3242,2844,0.000821558
freedom,1,3242,2844,0.000328623
age,1,3242,2844,0.000328623
faith,1,3242,2844,0.000328623
lift,0,3242,2844,0.000164312
clear,2,3242,2844,0.000492935
disable,1,3242,2844,0.000328623
third,1,3242,2844,0.000328623
unmindful,0,3242,2844,0.000164312
collect,2,3242,2844,0.000492935
letter,3,3242,2844,0.000657246
retire,2,3242,2844,0.000492935
techie,2,3242,2844,0.000492935
leader,3,3242,2844,0.000657246
darkness,1,3242,2844,0.000328623
bind,1,3242,2844,0.000328623
vista,2,3242,2844,0.000492935
unborn,1,3242,2844,0.000328623
prediction,1,3242,2844,0.000328623
dell,2,3242,2844,0.000492935
shitty,1,3242,2844,0.000328623
ghost,1,3242,2844,0.000328623
logic,1,3242,2844,0.000328623
enlighten,1,3242,2844,0.000328623
diaz,1,3242,2844,0.000328623
influential,1,3242,2844,0.000328623
hispanic,1,3242,2844,0.000328623
compiler,9,3242,2844,0.001643115
specialist,1,3242,2844,0.000328623
bangalore,2,3242,2844,0.000492935
spigot,7,3242,2844,0.001314492
paper,4,3242,2844,0.000821558
bogu,1,3242,2844,0.000328623
benchmark,1,3242,2844,0.000328623
testify,1,3242,2844,0.000328623
novel,1,3242,2844,0.000328623
copyright,2,3242,2844,0.000492935
advert,1,3242,2844,0.000328623
denali,2,3242,2844,0.000492935
technical,3,3242,2844,0.000657246
researcher,7,3242,2844,0.001314492
gentle,0,3242,2844,0.000164312
meekly,1,3242,2844,0.000328623
doom,1,3242,2844,0.000328623
supporter,1,3242,2844,0.000328623
quote,1,3242,2844,0.000328623
episode,1,3242,2844,0.000328623
hawaii,1,3242,2844,0.000328623
kickoff,5,3242,2844,0.000985869
ping,3,3242,2844,0.000657246
embrac,1,3242,2844,0.000328623
apache,1,3242,2844,0.000328623
azure,7,3242,2844,0.001314492
pareto,3,3242,2844,0.000657246
chart,3,3242,2844,0.000657246
procedural,1,3242,2844,0.000328623
syntax,1,3242,2844,0.000328623
talent,1,3242,2844,0.000328623
boast,1,3242,2844,0.000328623
temp,1,3242,2844,0.000328623
workforce,1,3242,2844,0.000328623
beeline,1,3242,2844,0.000328623
central,1,3242,2844,0.000328623
boxe,1,3242,2844,0.000328623
holiday,3,3242,2844,0.000657246
bundle,1,3242,2844,0.000328623
season,1,3242,2844,0.000328623
joint,1,3242,2844,0.000328623
vital,2,3242,2844,0.000492935
participation,1,3242,2844,0.000328623
weep,1,3242,2844,0.000328623
mercy,1,3242,2844,0.000328623
firmware,1,3242,2844,0.000328623
innovate,1,3242,2844,0.000328623
api,1,3242,2844,0.000328623
basic,2,3242,2844,0.000492935
broadly,1,3242,2844,0.000328623
insight,2,3242,2844,0.000492935
organization,1,3242,2844,0.000328623
interact,3,3242,2844,0.000657246
norway,1,3242,2844,0.000328623
chair,1,3242,2844,0.000328623
interview,4,3242,2844,0.000821558
minority,0,3242,2844,0.000164312
carnegie,1,3242,2844,0.000328623
mellon,1,3242,2844,0.000328623
incomparable,1,3242,2844,0.000328623
tangl,1,3242,2844,0.000328623
mess,1,3242,2844,0.000328623
desk,1,3242,2844,0.000328623
conductive,1,3242,2844,0.000328623
gesture,1,3242,2844,0.000328623
spare,1,3242,2844,0.000328623
arbitrary,2,3242,2844,0.000492935
everyday,2,3242,2844,0.000492935
booth,2,3242,2844,0.000492935
duty,1,3242,2844,0.000328623
modern,1,3242,2844,0.000328623
warfare,1,3242,2844,0.000328623
transform,3,3242,2844,0.000657246
dancer,2,3242,2844,0.000492935
nowhere,1,3242,2844,0.000328623
near,1,3242,2844,0.000328623
slash,1,3242,2844,0.000328623
quincy,1,3242,2844,0.000328623
washington,1,3242,2844,0.000328623
summary,2,3242,2844,0.000492935
,1,3242,2844,0.000328623
feet,1,3242,2844,0.000328623
supplier,2,3242,2844,0.000492935
sustainability,1,3242,2844,0.000328623
movement,1,3242,2844,0.000328623
plastic,1,3242,2844,0.000328623
approach,1,3242,2844,0.000328623
durban,1,3242,2844,0.000328623
conflict,1,3242,2844,0.000328623
guru,1,3242,2844,0.000328623
institute,1,3242,2844,0.000328623
accuracy,1,3242,2844,0.000328623
integration,1,3242,2844,0.000328623
incorrect,1,3242,2844,0.000328623
association,1,3242,2844,0.000328623
undecid,0,3242,2844,0.000164312
minu,1,3242,2844,0.000328623
celebrity,6,3242,2844,0.001150181
impersonation,1,3242,2844,0.000328623
common,2,3242,2844,0.000492935
clothe,1,3242,2844,0.000328623
initiative,1,3242,2844,0.000328623
alternate,1,3242,2844,0.000328623
row,1,3242,2844,0.000328623
shortcut,1,3242,2844,0.000328623
bargain,1,3242,2844,0.000328623
bruise,1,3242,2844,0.000328623
expectation,1,3242,2844,0.000328623
deployment,4,3242,2844,0.000821558
securiti,2,3242,2844,0.000492935
interaction,2,3242,2844,0.000492935
engag,2,3242,2844,0.000492935
diss,3,3242,2844,0.000657246
e-commerce,1,3242,2844,0.000328623
expert,4,3242,2844,0.000821558
manipulate,1,3242,2844,0.000328623
swipe,1,3242,2844,0.000328623
dawn,1,3242,2844,0.000328623
evan,1,3242,2844,0.000328623
exec,2,3242,2844,0.000492935
seri,1,3242,2844,0.000328623
operation,1,3242,2844,0.000328623
holographic,1,3242,2844,0.000328623
vision,1,3242,2844,0.000328623
governance,1,3242,2844,0.000328623
exam,4,3242,2844,0.000821558
appli,5,3242,2844,0.000985869
critic,1,3242,2844,0.000328623
friendliness,1,3242,2844,0.000328623
branch,1,3242,2844,0.000328623
appliance,1,3242,2844,0.000328623
hybrid,1,3242,2844,0.000328623
gateway,1,3242,2844,0.000328623
fanatic,1,3242,2844,0.000328623
secur,0,3242,2844,0.000164312
certificate,1,3242,2844,0.000328623
brief,1,3242,2844,0.000328623
intelligence,1,3242,2844,0.000328623
studio,2,3242,2844,0.000492935
package,1,3242,2844,0.000328623
wonderful,1,3242,2844,0.000328623
orlando,1,3242,2844,0.000328623
automation,1,3242,2844,0.000328623
disney,1,3242,2844,0.000328623
course,2,3242,2844,0.000492935
persona,1,3242,2844,0.000328623
celebriti,1,3242,2844,0.000328623
road,0,3242,2844,0.000164312
newly,2,3242,2844,0.000492935
testimonial,2,3242,2844,0.000492935
seriou,1,3242,2844,0.000328623
view,4,3242,2844,0.000821558
connectivity,1,3242,2844,0.000328623
breakfast,1,3242,2844,0.000328623
slam,6,3242,2844,0.001150181
refine,1,3242,2844,0.000328623
regard,2,3242,2844,0.000492935
sugar,1,3242,2844,0.000328623
database,2,3242,2844,0.000492935
structure,1,3242,2844,0.000328623
accelerate,3,3242,2844,0.000657246
var,2,3242,2844,0.000492935
lucky,10,3242,2844,0.001807427
19th,1,3242,2844,0.000328623
department,1,3242,2844,0.000328623
justice,1,3242,2844,0.000328623
began,1,3242,2844,0.000328623
obsolete,1,3242,2844,0.000328623
flood,1,3242,2844,0.000328623
crisi,1,3242,2844,0.000328623
bangkok,1,3242,2844,0.000328623
county,2,3242,2844,0.000492935
automate,3,3242,2844,0.000657246
optimization,3,3242,2844,0.000657246
visibility,1,3242,2844,0.000328623
publish,2,3242,2844,0.000492935
cookbook,2,3242,2844,0.000492935
disguise,1,3242,2844,0.000328623
amateur,1,3242,2844,0.000328623
obviou,1,3242,2844,0.000328623
voucher,2,3242,2844,0.000492935
quarterly,1,3242,2844,0.000328623
implement,2,3242,2844,0.000492935
prompt,1,3242,2844,0.000328623
elevate,2,3242,2844,0.000492935
silently,0,3242,2844,0.000164312
academy,1,3242,2844,0.000328623
kenya,1,3242,2844,0.000328623
east,1,3242,2844,0.000328623
southern,1,3242,2844,0.000328623
multimedia,2,3242,2844,0.000492935
stravinsky,1,3242,2844,0.000328623
cd-rom,1,3242,2844,0.000328623
notebook,1,3242,2844,0.000328623
plug,3,3242,2844,0.000657246
installation,1,3242,2844,0.000328623
trashe,1,3242,2844,0.000328623
credential,1,3242,2844,0.000328623
director,1,3242,2844,0.000328623
consult,1,3242,2844,0.000328623
oracle,2,3242,2844,0.000492935
trade,1,3242,2844,0.000328623
packag,1,3242,2844,0.000328623
david,1,3242,2844,0.000328623
seize,1,3242,2844,0.000328623
boss,2,3242,2844,0.000492935
tile,2,3242,2844,0.000492935
heaven,1,3242,2844,0.000328623
gadgeteer,1,3242,2844,0.000328623
stimulate,1,3242,2844,0.000328623
playback,1,3242,2844,0.000328623
badge,1,3242,2844,0.000328623
additional,1,3242,2844,0.000328623
internal,1,3242,2844,0.000328623
greenest,1,3242,2844,0.000328623
danger,1,3242,2844,0.000328623
anonymou,1,3242,2844,0.000328623
example,1,3242,2844,0.000328623
pitman,1,3242,2844,0.000328623
customize,1,3242,2844,0.000328623
scam,1,3242,2844,0.000328623
viru,1,3242,2844,0.000328623
potential,1,3242,2844,0.000328623
qualification,1,3242,2844,0.000328623
lay,1,3242,2844,0.000328623
toulouse,2,3242,2844,0.000492935
achiev,1,3242,2844,0.000328623
mill,1,3242,2844,0.000328623
transaction,1,3242,2844,0.000328623
garner,1,3242,2844,0.000328623
organise,1,3242,2844,0.000328623
gold,1,3242,2844,0.000328623
tumble,1,3242,2844,0.000328623
dozen,1,3242,2844,0.000328623
organize,1,3242,2844,0.000328623
emergency,1,3242,2844,0.000328623
seat,1,3242,2844,0.000328623
delaware,1,3242,2844,0.000328623
projector,1,3242,2844,0.000328623
south,1,3242,2844,0.000328623
richmond,1,3242,2844,0.000328623
backyard,1,3242,2844,0.000328623
queue,2,3242,2844,0.000492935
workspace,1,3242,2844,0.000328623
ti,1,3242,2844,0.000328623
fri,1,3242,2844,0.000328623
balance,2,3242,2844,0.000492935
surpass,1,3242,2844,0.000328623
government,1,3242,2844,0.000328623
blob,1,3242,2844,0.000328623
milky,1,3242,2844,0.000328623
film,2,3242,2844,0.000492935
busyness,1,3242,2844,0.000328623
pocket,2,3242,2844,0.000492935
handheld,1,3242,2844,0.000328623
sterl,1,3242,2844,0.000328623
resume,1,3242,2844,0.000328623
consideration,1,3242,2844,0.000328623
algeria,3,3242,2844,0.000657246
britain,1,3242,2844,0.000328623
attract,1,3242,2844,0.000328623
shot,1,3242,2844,0.000328623
custom,1,3242,2844,0.000328623
sort,1,3242,2844,0.000328623
categori,1,3242,2844,0.000328623
wire,1,3242,2844,0.000328623
comput,1,3242,2844,0.000328623
escape,1,3242,2844,0.000328623
cake,2,3242,2844,0.000492935
involv,1,3242,2844,0.000328623
balm,1,3242,2844,0.000328623
royalti,1,3242,2844,0.000328623
pastel,1,3242,2844,0.000328623
physical,1,3242,2844,0.000328623
creator,1,3242,2844,0.000328623
driver,1,3242,2844,0.000328623
administrator,1,3242,2844,0.000328623
consultant,1,3242,2844,0.000328623
trainer,2,3242,2844,0.000492935
bank,1,3242,2844,0.000328623
hype,0,3242,2844,0.000164312
workload,0,3242,2844,0.000164312
qualify,0,3242,2844,0.000164312
todd,0,3242,2844,0.000164312
eight,0,3242,2844,0.000164312
adoption,0,3242,2844,0.000164312
practical,0,3242,2844,0.000164312
apron,0,3242,2844,0.000164312
foodie,0,3242,2844,0.000164312
sesame,0,3242,2844,0.000164312
national,0,3242,2844,0.000164312
geographic,0,3242,2844,0.000164312
tango,0,3242,2844,0.000164312
apollo,0,3242,2844,0.000164312
complicate,0,3242,2844,0.000164312
rescue,0,3242,2844,0.000164312
ensemble,0,3242,2844,0.000164312
incentive,0,3242,2844,0.000164312
belle,0,3242,2844,0.000164312
bug,0,3242,2844,0.000164312
tester,0,3242,2844,0.000164312
cerulean,0,3242,2844,0.000164312
size,0,3242,2844,0.000164312
freez,0,3242,2844,0.000164312
demonstrate,0,3242,2844,0.000164312
apart,0,3242,2844,0.000164312
genuine,0,3242,2844,0.000164312
fake,0,3242,2844,0.000164312
scammer,0,3242,2844,0.000164312
lure,0,3242,2844,0.000164312
grant,0,3242,2844,0.000164312
pinball,0,3242,2844,0.000164312
table,0,3242,2844,0.000164312
strongly,0,3242,2844,0.000164312
recommend,0,3242,2844,0.000164312
contest,0,3242,2844,0.000164312
chariti,0,3242,2844,0.000164312
unfortunately,0,3242,2844,0.000164312
catchment,0,3242,2844,0.000164312
cloth,0,3242,2844,0.000164312
alchemy,0,3242,2844,0.000164312
exclude,0,3242,2844,0.000164312
scribble,0,3242,2844,0.000164312
anti,0,3242,2844,0.000164312
expos,0,3242,2844,0.000164312
kept,0,3242,2844,0.000164312
fell,0,3242,2844,0.000164312
exist,0,3242,2844,0.000164312
realisation,0,3242,2844,0.000164312
complex,0,3242,2844,0.000164312
angle,0,3242,2844,0.000164312
contrast,0,3242,2844,0.000164312
portal,0,3242,2844,0.000164312
finalise,0,3242,2844,0.000164312
dodg,0,3242,2844,0.000164312
bullet,0,3242,2844,0.000164312
acquire,0,3242,2844,0.000164312
exact,0,3242,2844,0.000164312
favor,0,3242,2844,0.000164312
fresh,0,3242,2844,0.000164312
disclos,0,3242,2844,0.000164312
nascent,0,3242,2844,0.000164312
exploit,0,3242,2844,0.000164312
pose,0,3242,2844,0.000164312
rookie,0,3242,2844,0.000164312
veteran,0,3242,2844,0.000164312
tier,0,3242,2844,0.000164312
natural,0,3242,2844,0.000164312
ergonomic,0,3242,2844,0.000164312
guard,0,3242,2844,0.000164312
creation,0,3242,2844,0.000164312
range,0,3242,2844,0.000164312
tick,0,3242,2844,0.000164312
vouch,0,3242,2844,0.000164312
programmer,0,3242,2844,0.000164312
ethical,0,3242,2844,0.000164312
interactive,0,3242,2844,0.000164312
winner,0,3242,2844,0.000164312
sweepstake,0,3242,2844,0.000164312
log-in,0,3242,2844,0.000164312
competitor,0,3242,2844,0.000164312
dryad,0,3242,2844,0.000164312
mary,0,3242,2844,0.000164312
basically,0,3242,2844,0.000164312
glorifi,0,3242,2844,0.000164312
approache,0,3242,2844,0.000164312
wild,0,3242,2844,0.000164312
follower,0,3242,2844,0.000164312
giveaway,0,3242,2844,0.000164312
mock,0,3242,2844,0.000164312
circuit,0,3242,2844,0.000164312
saint,0,3242,2844,0.000164312
doughnut,0,3242,2844,0.000164312
dinner,0,3242,2844,0.000164312
techno,0,3242,2844,0.000164312
depot,0,3242,2844,0.000164312
shopper,0,3242,2844,0.000164312
distribution,0,3242,2844,0.000164312
philip,0,3242,2844,0.000164312
nobel,0,3242,2844,0.000164312
writer,0,3242,2844,0.000164312
squar,0,3242,2844,0.000164312
corner,0,3242,2844,0.000164312
wary,0,3242,2844,0.000164312
soft,0,3242,2844,0.000164312
proxy,0,3242,2844,0.000164312
unblock,0,3242,2844,0.000164312
plush,0,3242,2844,0.000164312
turret,0,3242,2844,0.000164312
deploy,0,3242,2844,0.000164312
