Words,Features,# of words in twitter,# of unique words in all documents,Condition prob of given word in twitter
sledgehammer,0,2145,2844,0.000200441
sake,0,2145,2844,0.000200441
friendship,0,2145,2844,0.000200441
aggressive,0,2145,2844,0.000200441
criticise,0,2145,2844,0.000200441
face-to-face,0,2145,2844,0.000200441
corporate,0,2145,2844,0.000200441
bonobo,0,2145,2844,0.000200441
monkey,0,2145,2844,0.000200441
ass,0,2145,2844,0.000200441
linux,0,2145,2844,0.000200441
extremist,0,2145,2844,0.000200441
attack,0,2145,2844,0.000200441
freedom,0,2145,2844,0.000200441
age,0,2145,2844,0.000200441
faith,1,2145,2844,0.000400882
lift,0,2145,2844,0.000200441
clear,1,2145,2844,0.000400882
disable,0,2145,2844,0.000200441
third,1,2145,2844,0.000400882
unmindful,0,2145,2844,0.000200441
collect,0,2145,2844,0.000200441
letter,0,2145,2844,0.000200441
retire,0,2145,2844,0.000200441
techie,0,2145,2844,0.000200441
leader,0,2145,2844,0.000200441
darkness,0,2145,2844,0.000200441
bind,0,2145,2844,0.000200441
vista,0,2145,2844,0.000200441
unborn,0,2145,2844,0.000200441
prediction,0,2145,2844,0.000200441
dell,0,2145,2844,0.000200441
shitty,0,2145,2844,0.000200441
ghost,0,2145,2844,0.000200441
logic,0,2145,2844,0.000200441
enlighten,0,2145,2844,0.000200441
diaz,0,2145,2844,0.000200441
influential,0,2145,2844,0.000200441
hispanic,0,2145,2844,0.000200441
compiler,0,2145,2844,0.000200441
specialist,0,2145,2844,0.000200441
bangalore,0,2145,2844,0.000200441
spigot,0,2145,2844,0.000200441
paper,0,2145,2844,0.000200441
bogu,0,2145,2844,0.000200441
benchmark,0,2145,2844,0.000200441
testify,0,2145,2844,0.000200441
novel,0,2145,2844,0.000200441
copyright,0,2145,2844,0.000200441
advert,0,2145,2844,0.000200441
denali,0,2145,2844,0.000200441
technical,1,2145,2844,0.000400882
researcher,0,2145,2844,0.000200441
gentle,0,2145,2844,0.000200441
meekly,0,2145,2844,0.000200441
doom,0,2145,2844,0.000200441
supporter,0,2145,2844,0.000200441
quote,2,2145,2844,0.000601323
episode,0,2145,2844,0.000200441
hawaii,0,2145,2844,0.000200441
kickoff,0,2145,2844,0.000200441
ping,0,2145,2844,0.000200441
embrac,0,2145,2844,0.000200441
apache,0,2145,2844,0.000200441
azure,0,2145,2844,0.000200441
pareto,0,2145,2844,0.000200441
chart,6,2145,2844,0.001403087
procedural,0,2145,2844,0.000200441
syntax,0,2145,2844,0.000200441
talent,0,2145,2844,0.000200441
boast,0,2145,2844,0.000200441
temp,0,2145,2844,0.000200441
workforce,0,2145,2844,0.000200441
beeline,0,2145,2844,0.000200441
central,0,2145,2844,0.000200441
boxe,0,2145,2844,0.000200441
holiday,0,2145,2844,0.000200441
bundle,0,2145,2844,0.000200441
season,0,2145,2844,0.000200441
joint,0,2145,2844,0.000200441
vital,0,2145,2844,0.000200441
participation,0,2145,2844,0.000200441
weep,0,2145,2844,0.000200441
mercy,0,2145,2844,0.000200441
firmware,0,2145,2844,0.000200441
innovate,0,2145,2844,0.000200441
api,0,2145,2844,0.000200441
basic,0,2145,2844,0.000200441
broadly,0,2145,2844,0.000200441
insight,0,2145,2844,0.000200441
organization,0,2145,2844,0.000200441
interact,2,2145,2844,0.000601323
norway,0,2145,2844,0.000200441
chair,0,2145,2844,0.000200441
interview,1,2145,2844,0.000400882
minority,0,2145,2844,0.000200441
carnegie,0,2145,2844,0.000200441
mellon,0,2145,2844,0.000200441
incomparable,0,2145,2844,0.000200441
tangl,0,2145,2844,0.000200441
mess,3,2145,2844,0.000801764
desk,0,2145,2844,0.000200441
conductive,0,2145,2844,0.000200441
gesture,0,2145,2844,0.000200441
spare,1,2145,2844,0.000400882
arbitrary,0,2145,2844,0.000200441
everyday,0,2145,2844,0.000200441
booth,0,2145,2844,0.000200441
duty,0,2145,2844,0.000200441
modern,0,2145,2844,0.000200441
warfare,0,2145,2844,0.000200441
transform,0,2145,2844,0.000200441
dancer,0,2145,2844,0.000200441
nowhere,0,2145,2844,0.000200441
near,0,2145,2844,0.000200441
slash,0,2145,2844,0.000200441
quincy,0,2145,2844,0.000200441
washington,0,2145,2844,0.000200441
summary,0,2145,2844,0.000200441
,1,2145,2844,0.000400882
feet,0,2145,2844,0.000200441
supplier,0,2145,2844,0.000200441
sustainability,0,2145,2844,0.000200441
movement,6,2145,2844,0.001403087
plastic,0,2145,2844,0.000200441
approach,0,2145,2844,0.000200441
durban,0,2145,2844,0.000200441
conflict,0,2145,2844,0.000200441
guru,0,2145,2844,0.000200441
institute,0,2145,2844,0.000200441
accuracy,0,2145,2844,0.000200441
integration,0,2145,2844,0.000200441
incorrect,0,2145,2844,0.000200441
association,0,2145,2844,0.000200441
undecid,0,2145,2844,0.000200441
minu,0,2145,2844,0.000200441
celebrity,0,2145,2844,0.000200441
impersonation,0,2145,2844,0.000200441
common,0,2145,2844,0.000200441
clothe,0,2145,2844,0.000200441
initiative,0,2145,2844,0.000200441
alternate,0,2145,2844,0.000200441
row,1,2145,2844,0.000400882
shortcut,0,2145,2844,0.000200441
bargain,0,2145,2844,0.000200441
bruise,0,2145,2844,0.000200441
expectation,0,2145,2844,0.000200441
deployment,0,2145,2844,0.000200441
securiti,0,2145,2844,0.000200441
interaction,0,2145,2844,0.000200441
engag,1,2145,2844,0.000400882
diss,0,2145,2844,0.000200441
e-commerce,0,2145,2844,0.000200441
expert,1,2145,2844,0.000400882
manipulate,0,2145,2844,0.000200441
swipe,0,2145,2844,0.000200441
dawn,0,2145,2844,0.000200441
evan,0,2145,2844,0.000200441
exec,0,2145,2844,0.000200441
seri,0,2145,2844,0.000200441
operation,0,2145,2844,0.000200441
holographic,0,2145,2844,0.000200441
vision,0,2145,2844,0.000200441
governance,0,2145,2844,0.000200441
exam,1,2145,2844,0.000400882
appli,0,2145,2844,0.000200441
critic,0,2145,2844,0.000200441
friendliness,0,2145,2844,0.000200441
branch,0,2145,2844,0.000200441
appliance,0,2145,2844,0.000200441
hybrid,0,2145,2844,0.000200441
gateway,0,2145,2844,0.000200441
fanatic,0,2145,2844,0.000200441
secur,0,2145,2844,0.000200441
certificate,0,2145,2844,0.000200441
brief,0,2145,2844,0.000200441
intelligence,0,2145,2844,0.000200441
studio,0,2145,2844,0.000200441
package,0,2145,2844,0.000200441
wonderful,0,2145,2844,0.000200441
orlando,0,2145,2844,0.000200441
automation,0,2145,2844,0.000200441
disney,0,2145,2844,0.000200441
course,0,2145,2844,0.000200441
persona,0,2145,2844,0.000200441
celebriti,0,2145,2844,0.000200441
road,1,2145,2844,0.000400882
newly,0,2145,2844,0.000200441
testimonial,0,2145,2844,0.000200441
seriou,0,2145,2844,0.000200441
view,1,2145,2844,0.000400882
connectivity,0,2145,2844,0.000200441
breakfast,0,2145,2844,0.000200441
slam,0,2145,2844,0.000200441
refine,0,2145,2844,0.000200441
regard,0,2145,2844,0.000200441
sugar,0,2145,2844,0.000200441
database,0,2145,2844,0.000200441
structure,0,2145,2844,0.000200441
accelerate,0,2145,2844,0.000200441
var,0,2145,2844,0.000200441
lucky,0,2145,2844,0.000200441
19th,0,2145,2844,0.000200441
department,0,2145,2844,0.000200441
justice,0,2145,2844,0.000200441
began,0,2145,2844,0.000200441
obsolete,0,2145,2844,0.000200441
flood,0,2145,2844,0.000200441
crisi,0,2145,2844,0.000200441
bangkok,0,2145,2844,0.000200441
county,0,2145,2844,0.000200441
automate,0,2145,2844,0.000200441
optimization,0,2145,2844,0.000200441
visibility,0,2145,2844,0.000200441
publish,0,2145,2844,0.000200441
cookbook,0,2145,2844,0.000200441
disguise,0,2145,2844,0.000200441
amateur,0,2145,2844,0.000200441
obviou,0,2145,2844,0.000200441
voucher,0,2145,2844,0.000200441
quarterly,0,2145,2844,0.000200441
implement,0,2145,2844,0.000200441
prompt,0,2145,2844,0.000200441
elevate,0,2145,2844,0.000200441
silently,0,2145,2844,0.000200441
academy,0,2145,2844,0.000200441
kenya,0,2145,2844,0.000200441
east,0,2145,2844,0.000200441
southern,0,2145,2844,0.000200441
multimedia,0,2145,2844,0.000200441
stravinsky,0,2145,2844,0.000200441
cd-rom,0,2145,2844,0.000200441
notebook,0,2145,2844,0.000200441
plug,0,2145,2844,0.000200441
installation,0,2145,2844,0.000200441
trashe,0,2145,2844,0.000200441
credential,0,2145,2844,0.000200441
director,0,2145,2844,0.000200441
consult,0,2145,2844,0.000200441
oracle,0,2145,2844,0.000200441
trade,0,2145,2844,0.000200441
packag,0,2145,2844,0.000200441
david,0,2145,2844,0.000200441
seize,0,2145,2844,0.000200441
boss,0,2145,2844,0.000200441
tile,0,2145,2844,0.000200441
heaven,0,2145,2844,0.000200441
gadgeteer,0,2145,2844,0.000200441
stimulate,0,2145,2844,0.000200441
playback,0,2145,2844,0.000200441
badge,0,2145,2844,0.000200441
additional,0,2145,2844,0.000200441
internal,0,2145,2844,0.000200441
greenest,0,2145,2844,0.000200441
danger,0,2145,2844,0.000200441
anonymou,0,2145,2844,0.000200441
example,0,2145,2844,0.000200441
pitman,0,2145,2844,0.000200441
customize,0,2145,2844,0.000200441
scam,0,2145,2844,0.000200441
viru,0,2145,2844,0.000200441
potential,0,2145,2844,0.000200441
qualification,0,2145,2844,0.000200441
lay,0,2145,2844,0.000200441
toulouse,0,2145,2844,0.000200441
achiev,0,2145,2844,0.000200441
mill,0,2145,2844,0.000200441
transaction,0,2145,2844,0.000200441
garner,0,2145,2844,0.000200441
organise,0,2145,2844,0.000200441
gold,0,2145,2844,0.000200441
tumble,0,2145,2844,0.000200441
dozen,0,2145,2844,0.000200441
organize,0,2145,2844,0.000200441
emergency,0,2145,2844,0.000200441
seat,0,2145,2844,0.000200441
delaware,0,2145,2844,0.000200441
projector,0,2145,2844,0.000200441
south,0,2145,2844,0.000200441
richmond,0,2145,2844,0.000200441
backyard,0,2145,2844,0.000200441
queue,0,2145,2844,0.000200441
workspace,0,2145,2844,0.000200441
ti,0,2145,2844,0.000200441
fri,0,2145,2844,0.000200441
balance,0,2145,2844,0.000200441
surpass,0,2145,2844,0.000200441
government,0,2145,2844,0.000200441
blob,0,2145,2844,0.000200441
milky,0,2145,2844,0.000200441
film,0,2145,2844,0.000200441
busyness,0,2145,2844,0.000200441
pocket,0,2145,2844,0.000200441
handheld,0,2145,2844,0.000200441
sterl,0,2145,2844,0.000200441
resume,0,2145,2844,0.000200441
consideration,0,2145,2844,0.000200441
algeria,0,2145,2844,0.000200441
britain,0,2145,2844,0.000200441
attract,0,2145,2844,0.000200441
shot,0,2145,2844,0.000200441
custom,0,2145,2844,0.000200441
sort,0,2145,2844,0.000200441
categori,0,2145,2844,0.000200441
wire,0,2145,2844,0.000200441
comput,0,2145,2844,0.000200441
escape,0,2145,2844,0.000200441
cake,0,2145,2844,0.000200441
involv,0,2145,2844,0.000200441
balm,0,2145,2844,0.000200441
royalti,0,2145,2844,0.000200441
pastel,0,2145,2844,0.000200441
physical,0,2145,2844,0.000200441
creator,0,2145,2844,0.000200441
driver,0,2145,2844,0.000200441
administrator,0,2145,2844,0.000200441
consultant,0,2145,2844,0.000200441
trainer,0,2145,2844,0.000200441
bank,0,2145,2844,0.000200441
hype,0,2145,2844,0.000200441
workload,0,2145,2844,0.000200441
qualify,0,2145,2844,0.000200441
todd,0,2145,2844,0.000200441
eight,0,2145,2844,0.000200441
adoption,0,2145,2844,0.000200441
practical,0,2145,2844,0.000200441
apron,0,2145,2844,0.000200441
foodie,0,2145,2844,0.000200441
sesame,0,2145,2844,0.000200441
national,0,2145,2844,0.000200441
geographic,0,2145,2844,0.000200441
tango,0,2145,2844,0.000200441
apollo,0,2145,2844,0.000200441
complicate,0,2145,2844,0.000200441
rescue,0,2145,2844,0.000200441
ensemble,0,2145,2844,0.000200441
incentive,0,2145,2844,0.000200441
belle,0,2145,2844,0.000200441
bug,0,2145,2844,0.000200441
tester,0,2145,2844,0.000200441
cerulean,0,2145,2844,0.000200441
size,0,2145,2844,0.000200441
freez,0,2145,2844,0.000200441
demonstrate,0,2145,2844,0.000200441
apart,0,2145,2844,0.000200441
genuine,0,2145,2844,0.000200441
fake,1,2145,2844,0.000400882
scammer,0,2145,2844,0.000200441
lure,0,2145,2844,0.000200441
grant,0,2145,2844,0.000200441
pinball,0,2145,2844,0.000200441
table,0,2145,2844,0.000200441
strongly,1,2145,2844,0.000400882
recommend,0,2145,2844,0.000200441
contest,0,2145,2844,0.000200441
chariti,0,2145,2844,0.000200441
unfortunately,0,2145,2844,0.000200441
catchment,0,2145,2844,0.000200441
cloth,1,2145,2844,0.000400882
alchemy,0,2145,2844,0.000200441
exclude,0,2145,2844,0.000200441
scribble,0,2145,2844,0.000200441
anti,0,2145,2844,0.000200441
expos,0,2145,2844,0.000200441
kept,0,2145,2844,0.000200441
fell,0,2145,2844,0.000200441
exist,0,2145,2844,0.000200441
realisation,0,2145,2844,0.000200441
complex,0,2145,2844,0.000200441
angle,0,2145,2844,0.000200441
contrast,0,2145,2844,0.000200441
portal,0,2145,2844,0.000200441
finalise,0,2145,2844,0.000200441
dodg,0,2145,2844,0.000200441
bullet,0,2145,2844,0.000200441
acquire,0,2145,2844,0.000200441
exact,0,2145,2844,0.000200441
favor,0,2145,2844,0.000200441
fresh,1,2145,2844,0.000400882
disclos,0,2145,2844,0.000200441
nascent,0,2145,2844,0.000200441
exploit,0,2145,2844,0.000200441
pose,0,2145,2844,0.000200441
rookie,0,2145,2844,0.000200441
veteran,0,2145,2844,0.000200441
tier,0,2145,2844,0.000200441
natural,0,2145,2844,0.000200441
ergonomic,0,2145,2844,0.000200441
guard,0,2145,2844,0.000200441
creation,0,2145,2844,0.000200441
range,0,2145,2844,0.000200441
tick,0,2145,2844,0.000200441
vouch,0,2145,2844,0.000200441
programmer,0,2145,2844,0.000200441
ethical,0,2145,2844,0.000200441
interactive,0,2145,2844,0.000200441
winner,0,2145,2844,0.000200441
sweepstake,0,2145,2844,0.000200441
log-in,0,2145,2844,0.000200441
competitor,0,2145,2844,0.000200441
dryad,0,2145,2844,0.000200441
mary,0,2145,2844,0.000200441
basically,0,2145,2844,0.000200441
glorifi,0,2145,2844,0.000200441
approache,0,2145,2844,0.000200441
wild,0,2145,2844,0.000200441
follower,29,2145,2844,0.006013229
giveaway,0,2145,2844,0.000200441
mock,0,2145,2844,0.000200441
circuit,0,2145,2844,0.000200441
saint,0,2145,2844,0.000200441
doughnut,0,2145,2844,0.000200441
dinner,1,2145,2844,0.000400882
techno,0,2145,2844,0.000200441
depot,0,2145,2844,0.000200441
shopper,0,2145,2844,0.000200441
distribution,0,2145,2844,0.000200441
philip,0,2145,2844,0.000200441
nobel,0,2145,2844,0.000200441
writer,0,2145,2844,0.000200441
squar,0,2145,2844,0.000200441
corner,0,2145,2844,0.000200441
wary,0,2145,2844,0.000200441
soft,0,2145,2844,0.000200441
proxy,0,2145,2844,0.000200441
unblock,0,2145,2844,0.000200441
plush,0,2145,2844,0.000200441
turret,0,2145,2844,0.000200441
deploy,0,2145,2844,0.000200441
